date,region,product,volume,unit_price,discount_rate,inventory_units,supplier_delay_days,revenue,cost,gross_margin
2026-05-01,North,A,22.20468085052075,11.240003973439876,0.09125676793709686,763.4275367942314,2.440564716391214,226.80477287710306,152.55873091029173,0.3273566117016526
2026-05-01,North,B,20.0,10.23196010079182,0.07525636111484627,840.2869250698494,1.4831988424957112,189.23880033067866,130.57477222816826,0.3100000000000001
2026-05-01,North,C,20.15401498040831,9.294447983857237,0.08099046046341825,932.7256539576432,2.6272412069680326,172.1492748955076,122.87385988959518,0.28623655275819176
2026-05-01,North,D,20.0,8.592187696020625,0.06561676098756503,896.5051862309623,2.3784503013072724,160.56792339221084,115.97350671632019,0.2777292981921564
2026-05-01,North,E,20.0,7.429767613899014,0.09833812008011045,870.0170524485825,1.3454705179311979,133.98276468232194,97.80741821809501,0.2700000000000001
2026-05-01,South,A,20.0,11.633077296388338,0.08548166096546117,930.1574702105518,1.9127326115959884,212.77325053906932,142.55807786117646,0.32999999999999996
2026-05-01,South,B,27.01675898915977,10.098396245903846,0.07231635906392694,943.1185595802847,0.6862272717521223,253.0961590906122,174.6363497725224,0.31
2026-05-01,South,C,20.141324561211093,9.071513135586281,0.06739765284556208,945.541495147729,0.6755187843087604,170.39791081118213,120.98251667593931,0.29000000000000004
2026-05-01,South,D,20.0,8.635788567076299,0.07001735439066958,908.168006639851,1.7321613230667197,160.6226699706485,115.64832237886692,0.27999999999999997
2026-05-01,South,E,20.0,7.817857194487047,0.08335393323162024,904.7305348642224,2.178913563071895,143.32416095766862,104.78049331696545,0.2689265186215687
2026-05-01,East,A,23.781180081338402,11.657822056459635,0.058142662702165004,867.0739141995043,1.1803287836426986,261.1174819252436,174.94871288991322,0.33
2026-05-01,East,B,20.0,10.131214437193329,0.10242411966851594,967.7794848214037,0.6341688843067568,181.87067434581687,125.49076529861362,0.31000000000000005
2026-05-01,East,C,20.0,9.016278742503555,0.08244129597657508,949.7858605854999,2.086222331359278,165.45930076171035,117.56170126075484,0.2894826660118444
2026-05-01,East,D,20.0,8.412818731937891,0.0730647231100315,886.608697258287,2.357975881257154,155.96276921427923,112.62817929279777,0.2778521447124571
2026-05-01,East,E,20.0,7.316678196499129,0.06620821570997583,909.9698015249396,1.997160744053764,136.64507976369674,99.75090822749861,0.2700000000000001
2026-05-01,West,A,24.753955085639898,11.393186838415867,0.08237809536615072,878.3457422195833,2.125590393967337,258.7936346991416,173.5867472156535,0.3292464576361959
2026-05-01,West,B,20.542329029473674,10.034518514733337,0.07455419230152392,816.2912248087672,1.1182621060016709,190.76434781069483,131.62739998937943,0.31000000000000005
2026-05-01,West,C,20.0,8.982649414949318,0.08018741178091532,931.2571823220961,1.9807466589059088,165.2470801485836,117.32542690549434,0.2900000000000001
2026-05-01,West,D,20.0,8.475378628872644,0.07365052531933769,781.8865896229379,1.420281789093601,157.02325081151773,113.05674058429275,0.2800000000000001
2026-05-01,West,E,20.0,7.269325096911399,0.06504129758597778,836.6164661247957,1.8997742267234365,135.93037520067935,99.22917389649592,0.27
2026-05-02,North,A,20.0,11.824807074446516,0.07465604043407861,834.6467623993086,2.2375155684670864,218.84027598742918,146.93485274690545,0.32857490658919747
